01	30	11	36.7
02	41	17	41.5
03	22	11	50.0
04	66	51	77.3
05	71	47	66.2
06	70	38	54.3
07	114	52	45.6
08	124	54	43.5
09	58	28	48.3
10	54	31	57.4
11	94	56	59.6
12	125	79	63.2
13	119	76	63.9
14	85	53	62.4
15	212	132	62.3
16	224	114	50.9
17	131	56	42.7
18	103	72	69.9
19	86	64	74.4
20	129	96	74.4
